id_ords,data_provider,country,step_barrier_id,step_barrier,product_category,brand,repair_status,year_of_manufacture,event_date,language,problem
rcwales_4041,Repair Cafe Wales,GBR,18,Poor data,Watch/clock,Unknown,End of life,????,2020-01-01,en,small battery clock not working
rcwales_4206,Repair Cafe Wales,GBR,18,Poor data,Vacuum,Black & Decker,End of life,????,2020-03-01,en,dustbuster mini vacuum will not charge
rcwales_473,Repair Cafe Wales,GBR,18,Poor data,Headphones,Unknown,End of life,????,2018-01-01,en,headphones not charging properly
restart_10050,The Restart Project,CAN,18,Poor data,Mobile,Unknown,End of life,????,2018-11-07,en,Charging/power
restart_10099,The Restart Project,GBR,18,Poor data,Mobile,Apple,End of life,2015,2018-11-10,en,Does not charge plus other damage
restart_10394,The Restart Project,GBR,18,Poor data,Decorative or safety lights,Unknown,End of life,????,2018-11-18,en,Solar light - rechargable battey won't recharge
restart_10425,The Restart Project,NOR,18,Poor data,Tablet,Lenovo,End of life,2017,2018-11-21,en,Doesn't charge
restart_10681,The Restart Project,GBR,18,Poor data,Misc,Unknown,End of life,2016,2018-12-08,en,Not charging fully.
restart_10764,The Restart Project,GBR,18,Poor data,Misc,Unknown,End of life,????,2018-12-15,en,"Not charging - fuses and leads OK, need CCT diagram to diagnose further."
restart_10789,The Restart Project,ITA,18,Poor data,Misc,Unknown,End of life,????,2019-01-05,en,doesn't charge
restart_10874,The Restart Project,SWE,18,Poor data,PC accessory,Unknown,End of life,2017,2019-01-13,en,Power bank does not charge and cannot be charge
restart_11085,The Restart Project,NOR,18,Poor data,Hair & beauty item,Remington,End of life,2017,2019-01-22,en,Charging gate broken
restart_11093,The Restart Project,NOR,18,Poor data,Projector,Oregon,End of life,2009,2019-01-22,en,"Induction charger, won't charge"
restart_11278,The Restart Project,CAN,18,Poor data,Mobile,Unknown,End of life,????,2019-02-05,en,Charging/power problem
restart_11411,The Restart Project,BEL,18,Poor data,Tablet,Archos,End of life,2019,2019-02-14,en,Does not charge
restart_11438,The Restart Project,NOR,18,Poor data,PC accessory,Apple,End of life,2017,2019-02-14,en,Won't charge
restart_115,The Restart Project,GBR,18,Poor data,PC accessory,Unknown,End of life,????,2013-08-18,en,Laptop charger - No power -
restart_11597,The Restart Project,GBR,18,Poor data,Small kitchen item,Unknown,End of life,????,2019-02-17,en,Not charging
restart_11836,The Restart Project,NOR,18,Poor data,Tablet,Samsung,End of life,2014,2019-03-02,en,Doesn't charge
restart_11837,The Restart Project,NOR,18,Poor data,Tablet,Cisco,End of life,2014,2019-03-02,en,Doesn't charge
restart_11890,The Restart Project,CAN,18,Poor data,Tablet,Unknown,End of life,????,2019-03-06,en,Battery problem
restart_11930,The Restart Project,GBR,18,Poor data,Vacuum,Dyson,End of life,2012,2019-03-09,en,stopped working after making noise - the battery is dead
restart_12022,The Restart Project,CAN,18,Poor data,Mobile,Unknown,End of life,????,2019-03-13,en,Sound glitch + charging port
restart_12158,The Restart Project,HKG,18,Poor data,Tablet,Amazon,End of life,????,2019-03-17,en,"Perpetual ""need charging"" message; cannot reboot or power on/of"
restart_13187,The Restart Project,GBR,18,Poor data,Handheld entertainment device,Samsung,End of life,2014,2019-05-17,en,Doesn't recharge - battery dead
restart_13303,The Restart Project,GBR,18,Poor data,Misc,Leap Frog,End of life,????,2019-05-18,en,"Baby monitor, parent unit not charging"
restart_13329,The Restart Project,GBR,18,Poor data,Toy,Unknown,End of life,????,2019-05-18,en,large kids ride in battery powered car
restart_13478,The Restart Project,BEL,18,Poor data,Misc,Unknown,End of life,????,2019-05-25,nl,batterij elektrische fiets
restart_13614,The Restart Project,NOR,18,Poor data,Laptop,Apple,End of life,2011,2019-06-02,en,Doesn't charge
restart_13624,The Restart Project,GBR,18,Poor data,Tablet,Arnova,End of life,2011,2019-06-03,en,Not charging
restart_13708,The Restart Project,GBR,18,Poor data,Power tool,Bosch,End of life,????,2019-06-08,en,Not powering up.  Circuit/battery problems.
restart_14174,The Restart Project,GBR,18,Poor data,Tablet,Tesco,End of life,????,2019-07-15,en,won't charge
restart_14374,The Restart Project,SWE,18,Poor data,Laptop,Apple,End of life,2009,2019-08-11,en,"Not working, charging, or turning on."
restart_14442,The Restart Project,SWE,18,Poor data,Misc,Unknown,End of life,2016,2019-08-25,en,battery dead
restart_148,The Restart Project,GBR,18,Poor data,Decorative or safety lights,Unknown,End of life,????,2013-09-14,en,Watch - Battery issue -
restart_1483,The Restart Project,ITA,18,Poor data,PC accessory,Unknown,End of life,????,2015-06-06,en,Battery charger
restart_14896,The Restart Project,NOR,18,Poor data,Handheld entertainment device,Neonate,End of life,2018,2019-09-28,en,Won't charge
restart_14905,The Restart Project,NOR,18,Poor data,Battery/charger/adapter,mascot,End of life,????,2019-09-28,en,Won't charge
restart_15046,The Restart Project,CAN,18,Poor data,Mobile,Unknown,End of life,????,2019-10-03,en,Battery and screen problem
restart_1506,The Restart Project,GBR,18,Poor data,Mobile,Unknown,End of life,????,2015-06-29,en,Will not charge
restart_15304,The Restart Project,GBR,18,Poor data,Battery/charger/adapter,Marine,End of life,????,2019-10-19,en,No charge.:solution: unrepairable:category_other: Battery charger
restart_15714,The Restart Project,GBR,18,Poor data,Hair & beauty item,Braun,End of life,2014,2019-11-09,en,Battery needs replacing.
restart_15952,The Restart Project,GBR,18,Poor data,Laptop,Sony,End of life,2007,2019-11-23,en,Not charging
restart_16203,The Restart Project,GBR,18,Poor data,Toy,Unknown,End of life,????,2019-12-07,en,Battery powered car
restart_16419,The Restart Project,GBR,18,Poor data,TV and gaming-related accessories,unknown,End of life,1990,2020-01-11,en,battery not holding charge
restart_1648,The Restart Project,GBR,18,Poor data,Battery/charger/adapter,Unknown,End of life,????,2015-08-23,en,Charger
restart_165,The Restart Project,GBR,18,Poor data,Mobile,Samsung,End of life,????,2013-09-26,en,Mobile - Battery issue -
restart_16586,The Restart Project,GBR,18,Poor data,Portable radio,Unknown,End of life,????,2020-01-18,en,Not working - can't get it to hold any charge.
restart_16745,The Restart Project,GBR,18,Poor data,Misc,Unknown,End of life,????,2020-01-25,en,battery run clock - too made to be repaired
restart_17000,The Restart Project,GBR,18,Poor data,Small home electrical,Tommie Tippee,End of life,2018,2020-02-08,en,"Won't charge properly, also has no sound"
restart_17358,The Restart Project,BEL,18,Poor data,Vacuum,Unknown,End of life,????,2020-02-16,nl,laadt niet meer op - battery doesn't charge
restart_17687,The Restart Project,BEL,18,Poor data,Small kitchen item,Aspirateur balais Bosch,End of life,2012,2020-08-29,fr,Ne charge plus
restart_17794,The Restart Project,BEL,18,Poor data,Misc,Unknown,End of life,2018,2020-09-20,fr,Problème batterie.
restart_303,The Restart Project,GBR,18,Poor data,Tablet,Unknown,End of life,????,2013-12-15,en,Tablet - Not charging -
restart_3030,The Restart Project,ARG,18,Poor data,Battery/charger/adapter,Unknown,End of life,????,2016-07-02,en,Charger
restart_3456,The Restart Project,GBR,18,Poor data,Laptop,Unknown,End of life,????,2016-10-22,en,Battery keeps dying and problems connecting to internet
restart_3529,The Restart Project,GBR,18,Poor data,Mobile,Apple,End of life,????,2016-11-02,en,Doesn't charge
restart_3876,The Restart Project,GBR,18,Poor data,Tablet,Unknown,End of life,????,2016-11-24,en,Not holding charge
restart_3899,The Restart Project,GBR,18,Poor data,Laptop,Unknown,End of life,????,2016-11-26,en,Charging problem
restart_4001,The Restart Project,ARG,18,Poor data,Battery/charger/adapter,Unknown,End of life,????,2016-12-04,en,Cellphone charger
restart_407,The Restart Project,GBR,18,Poor data,Power tool,Unknown,End of life,????,2014-02-19,en,Drill - Not charging - Needed a spare part
restart_4115,The Restart Project,GBR,18,Poor data,Mobile,HTC,End of life,????,2017-01-28,en,Doesn't charge/turn on. Beyond repair
restart_4474,The Restart Project,NOR,18,Poor data,PC accessory,Dell,End of life,????,2017-03-04,en,Charger - Does not work
restart_5327,The Restart Project,NOR,18,Poor data,Hi-Fi separates,JBL,End of life,2015,2017-06-15,en,Does not charge
restart_6606,The Restart Project,GBR,18,Poor data,Battery/charger/adapter,Unknown,End of life,????,2017-11-18,en,camera charger
restart_6809,The Restart Project,ESP,18,Poor data,Laptop,Unknown,End of life,????,2017-12-02,en,The battery isn't working.
restart_6912,The Restart Project,GBR,18,Poor data,Laptop,Samsung,End of life,????,2017-12-18,en,Notebook - not charging. Needs part for fix
restart_698,The Restart Project,GBR,18,Poor data,Mobile,Nokia,End of life,????,2014-06-12,en,Mobile - No power - Battery?
restart_7126,The Restart Project,GBR,18,Poor data,Tablet,Samsung,End of life,????,2018-02-03,en,"won't turn on, won't charge"
restart_7679,The Restart Project,ITA,18,Poor data,Vacuum,Hoover,End of life,2008,2018-04-07,en,"Portable, very small vacuum cleaner. Batteries exhausted and motor hard to rotate"
restart_8381,The Restart Project,GBR,18,Poor data,Tablet,Lenovo,End of life,2015,2018-05-19,en,Doesn't charge
restart_8665,The Restart Project,GBR,18,Poor data,Misc,Unknown,End of life,????,2018-06-16,en,Phone charger
restart_8939,The Restart Project,GBR,18,Poor data,Misc,Uniross,End of life,????,2018-08-16,en,Doesn't charge. LEDs don't light up
restart_9347,The Restart Project,CAN,18,Poor data,Tablet,Unknown,End of life,????,2018-09-28,en,Power/boot/charge
restart_9548,The Restart Project,NOR,18,Poor data,Hair & beauty item,Unknown,End of life,2008,2018-10-11,en,Battery doesn't charge
restart_9558,The Restart Project,NOR,18,Poor data,Mobile,Apple,End of life,2013,2018-10-11,en,Doesn't charge
restart_9918,The Restart Project,GBR,18,Poor data,Mobile,Samsung,End of life,2012,2018-10-27,en,Doesn't charge
anstiftung_1606,anstiftung,DEU,5,Replace the charger or charging cable,Hair & beauty item,Unknown,Repairable,????,2018-04-12,de,Gerät kann icht mehr aufgeladen werden.Am Anschluss für das Ladegerät war ein Pin abgebrochen.
anstiftung_1772,anstiftung,DEU,5,Replace the charger or charging cable,Vacuum,BEEM,Repairable,????,2019-05-02,de,"Die eingebauten Akkus wurden nicht mehr geladen. Test der NiMH-Akkuzellen - ok.Ladeelektronik - ok. Das Steckernetzteil lieferte im Leerlauf zwar ausreichend Spannung, brach aber mit angestecktem Staubsauger als Last schnell zusammen. Mit einem neuen Netzteil passender Ausgangsspannung und Ausgangsleistung will der Besitzer die Ladeschale nun entsprechend umbauen. Danach sollte er den Sauger wieder wie gewohnt aufladen und nutzen können."
rcint_21210,Repair Café International,NLD,5,Replace the charger or charging cable,Power tool,Agojama,Repairable,????,2019-09-07,nl,Batterij oplader werkt niet
rcint_30876,Repair Café International,CAN,5,Replace the charger or charging cable,Misc,Sony,Repairable,1995,2020-02-29,en,charging base connectors no longer conductive
rcwales_2428,The Restart Project,GBR,5,Replace the charger or charging cable,Battery/charger/adapter,Unknown,Repairable,????,2019-07-01,en,5v battery charger seems dead
rcwales_2774,Repair Cafe Wales,GBR,5,Replace the charger or charging cable,Power tool,Challenge,Repairable,????,2019-06-01,en,Recharge Tool Set Recharge Battery Not Working
rcwales_4404,Repair Cafe Wales,GBR,5,Replace the charger or charging cable,Battery/charger/adapter,Unknown,Repairable,????,2020-02-01,en,battery charger 
restart_10164,The Restart Project,GBR,5,Replace the charger or charging cable,Vacuum,Unknown,Repairable,????,2018-11-10,en,"Hand held vacuum, parts needed, charger/transformer."
restart_1019,The Restart Project,GBR,5,Replace the charger or charging cable,Laptop,Compaq,Repairable,????,2014-11-22,en,"Audioplug broken, charger dodgy, mouse button broken"
restart_1024,The Restart Project,GBR,5,Replace the charger or charging cable,Hair & beauty item,Braun,Repairable,????,2014-11-22,en,"Toothbrush. Won't start, charger missing."
restart_10241,The Restart Project,GBR,5,Replace the charger or charging cable,Decorative or safety lights,Diall,Repairable,????,2018-11-17,en,"Torch light.Won't charge. Charger failing and not fixable, get a new one and the torch will work."
restart_10438,The Restart Project,NOR,5,Replace the charger or charging cable,Power tool,macc,Repairable,2014,2018-11-21,en,Charger doesn't work
restart_10583,The Restart Project,GBR,5,Replace the charger or charging cable,Laptop,ASUS,Repairable,2013,2018-12-01,en,charger
restart_10832,The Restart Project,ITA,5,Replace the charger or charging cable,Power tool,Huawei,Repairable,????,2019-01-12,en,"Smartphone's charger broken inside, probably new transformator needed."
restart_1108,The Restart Project,GBR,5,Replace the charger or charging cable,PC accessory,Unknown,Repairable,????,2015-01-14,en,Power adapter - Not charging - Needs new power supply
restart_11190,The Restart Project,GBR,5,Replace the charger or charging cable,Vacuum,Unknown,Repairable,2014,2019-02-02,en,Not working - vac works but the charger seems not to be functioning
restart_1139,The Restart Project,GBR,5,Replace the charger or charging cable,Tablet,Tesco,Repairable,????,2015-01-24,en,Not charging. Needs new charger.
restart_11744,The Restart Project,GBR,5,Replace the charger or charging cable,Vacuum,Dyson,Repairable,2014,2019-02-23,en,"doesn't turn on, confirmed its the charger"
restart_12309,The Restart Project,IRL,5,Replace the charger or charging cable,Laptop,Dell,Repairable,2012,2019-03-23,en,Charger not working
restart_12598,The Restart Project,CAN,5,Replace the charger or charging cable,Tablet,Unknown,Repairable,????,2019-04-11,en,Device not charging
restart_1267,The Restart Project,GBR,5,Replace the charger or charging cable,Tablet,Alcatel,Repairable,????,2015-03-21,en,Not turning on. Needs new charger.
restart_13283,The Restart Project,GBR,5,Replace the charger or charging cable,Mobile,Samsung,Repairable,????,2019-05-18,en,"Doesn't charge well - dodgy cable, so advised to replace"
restart_13898,The Restart Project,GBR,5,Replace the charger or charging cable,Misc,Unknown,Repairable,????,2019-06-22,en,"Baby monitor - charging lead broken, camera fine."
restart_1462,The Restart Project,GBR,5,Replace the charger or charging cable,PC accessory,Unknown,Repairable,????,2015-05-28,en,Battery charger
restart_15242,The Restart Project,SWE,5,Replace the charger or charging cable,Toy,Unknown,Repairable,????,2019-10-19,en,needed charging cable
restart_15325,The Restart Project,GBR,5,Replace the charger or charging cable,Portable radio,Unknown,Repairable,????,2019-10-19,en,Radio fails to work after 10 secs. No fault found. Possible power issues - advised to change charger and cable
restart_15331,The Restart Project,GBR,5,Replace the charger or charging cable,Mobile,Mymo,Repairable,????,2019-10-19,en,No longer charging/ needs USB plug
restart_15626,The Restart Project,GBR,5,Replace the charger or charging cable,Battery/charger/adapter,Bosch,Repairable,????,2019-11-02,en,"drill battery charger not charging battery; opened up, 2 resistors burned out and need to be replaced"
restart_15643,The Restart Project,ITA,5,Replace the charger or charging cable,Laptop,Unknown,Repairable,????,2019-11-09,it,Alimentatore non si carica
restart_15774,The Restart Project,SWE,5,Replace the charger or charging cable,Vacuum,Electrolux,Repairable,2016,2019-11-10,en,Charger broken
restart_16388,The Restart Project,GBR,5,Replace the charger or charging cable,Sewing machine,Amazon,Repairable,????,2020-01-05,en,Not easily charging; advised to buy charging module to be fitted next time
restart_16582,The Restart Project,GBR,5,Replace the charger or charging cable,Laptop,Unknown,Repairable,????,2020-01-18,en,Doesn't charge - advice given on charger to purchase
restart_17070,The Restart Project,GBR,5,Replace the charger or charging cable,Laptop,Samsung,Repairable,????,2020-02-15,en,Won't starter - charger broken and needs replacing
restart_17123,The Restart Project,GBR,5,Replace the charger or charging cable,Portable radio,Pure,Repairable,2014,2020-02-15,en,not working:solution: advised where to get new charger:category_other: clock radio
restart_17136,The Restart Project,GBR,5,Replace the charger or charging cable,Vacuum,Dyson,Repairable,2015,2020-02-15,en,battery won't charge:solution: advised where to get new charger
restart_17420,The Restart Project,GBR,5,Replace the charger or charging cable,Power tool,Unknown,Repairable,????,2020-02-22,en,Cordless drill - problem in battery charger (not fuse)
restart_17782,The Restart Project,BEL,5,Replace the charger or charging cable,Hi-Fi separates,Unknown,Repairable,????,2020-09-19,fr,Ne s'allume plus.Prise du chargeur endommagée.
restart_2655,The Restart Project,GBR,5,Replace the charger or charging cable,Power tool,Unknown,Repairable,????,2016-05-14,en,"Power drill it does not charged, power supply fault - advice given"
restart_3710,The Restart Project,GBR,5,Replace the charger or charging cable,Power tool,Bosch,Repairable,????,2016-11-19,en,Not working - needs new charger
restart_4096,The Restart Project,GBR,5,Replace the charger or charging cable,Power tool,Unknown,Repairable,????,2017-01-17,en,"Battery drill - no charger - needs advice. Advice given, will be workable!"
restart_4242,The Restart Project,NOR,5,Replace the charger or charging cable,Mobile,Apple,Repairable,????,2017-01-28,en,iPhone charger
restart_4544,The Restart Project,GBR,5,Replace the charger or charging cable,Laptop,Apple,Repairable,????,2017-03-18,en,Boot up problem (s/w). Needs new charger.
restart_4986,The Restart Project,NOR,5,Replace the charger or charging cable,PC accessory,Apple,Repairable,????,2017-05-06,en,Charger is broken
restart_5383,The Restart Project,GBR,5,Replace the charger or charging cable,Tablet,Samsung,Repairable,????,2017-06-17,en,child's tablet. needs right charger & lead & poss battery boost
restart_5497,The Restart Project,GBR,5,Replace the charger or charging cable,Laptop,Lenovo,Repairable,????,2017-06-24,en,"Laptop charges, but does not turn on. needs a new charger."
restart_5502,The Restart Project,GBR,5,Replace the charger or charging cable,Portable radio,Sony,Repairable,????,2017-06-24,en,"DAB radio, won't turn on. Needs new charger."
restart_6109,The Restart Project,GBR,5,Replace the charger or charging cable,Power tool,PB,Repairable,????,2017-09-30,en,electric screwdriver. Charging issue. Incorrect charger was being used. could seek replacement.
restart_6567,The Restart Project,ITA,5,Replace the charger or charging cable,Small home electrical,Unknown,Repairable,????,2017-11-18,en,"Automatic cleaning machine, problems on the electric charger."
restart_6724,The Restart Project,ITA,5,Replace the charger or charging cable,Battery/charger/adapter,HP,Repairable,????,2017-11-25,en,Charger
restart_6806,The Restart Project,ESP,5,Replace the charger or charging cable,Hair & beauty item,Unknown,Repairable,????,2017-12-02,en,It needs a new charger.
restart_7765,The Restart Project,GBR,5,Replace the charger or charging cable,PC accessory,Unknown,Repairable,????,2018-04-07,en,broken cable on laptop charger
restart_7818,The Restart Project,ISL,5,Replace the charger or charging cable,Battery/charger/adapter,TORQ,Repairable,????,2018-04-11,en,chargerpropably the transformer is ruined.  One of the restarters had a extra transformer at home that we tried.
restart_8213,The Restart Project,NOR,5,Replace the charger or charging cable,Mobile,Doro,Repairable,????,2018-05-05,en,Aux to charger is broken
restart_8872,The Restart Project,GBR,5,Replace the charger or charging cable,Hi-Fi separates,Eton,Repairable,2014,2018-07-21,en,MicroUBS charger failure - problem diagnosed
anstiftung_1126,anstiftung,DEU,6,Replace with new battery,Toy,Unknown,Repairable,1970,2019-01-17,de,"Bei zwei roten Spielzeugtelefonen aus der Zeit der DDR, die vor einiger Zeit schon einmal bei uns waren, konnte keine Verbindung hergestellt werden. Beide Flachbatterien, welche gerade erst zwei Monate im Einsatz waren, sind am Ende ihrer Lebenszeit angekommen. Die Primärzellen sind einfach überlagert und waren dadurch entladen."
anstiftung_1276,anstiftung,DEU,6,Replace with new battery,Mobile,Unknown,Repairable,????,2018-10-20,de,Akku immer leer
anstiftung_1400,anstiftung,DEU,6,Replace with new battery,Hi-Fi separates,JBL,Repairable,2016,2019-05-14,de,Akku wechseln
anstiftung_1458,anstiftung,DEU,6,Replace with new battery,Laptop,Asus,Repairable,????,2019-03-14,de,"Akkulaufzeit war nur noch kurz, Akku verschlissen.Wir berieten zu Bezugsquellen für einen neuen Akku."
anstiftung_1652,anstiftung,DEU,6,Replace with new battery,Digital compact camera,Sony,Repairable,????,2019-03-26,de,"Eine DMC-T7 Kamera ist leider in ein Medium eingetaucht, was sie nicht so gut verträgt - Wasser. Sie reagierte auf gar nichts mehr. Um herauszufinden, ob da noch was zu machen ist, haben wir mit der Überprüfung des Akkus und der Stützbatterie angefangen. Leider sah es bei beiden nicht gut aus. Mit einer externen Stromversorgung bewegte sich aber schon mal das Objektiv. Die Besitzerin kommt noch mal mit einem anderen Akku wieder."
anstiftung_1715,anstiftung,DEU,6,Replace with new battery,Mobile,Doogee,Repairable,????,2019-04-04,de,"Nach einem Sturz zeigte ein „S60“ Smartphone von Doogee auf einmal keine Funktion mehr. Es ließ sich nicht einschalten und lediglich die Lade-LED leuchtete, wenn man es mit dem Ladegerät verband. Nachdem der Besitzer das Telefon zerlegt hatte, testeten wir zuerst den Akku, da dieser erfahrungsgemäß häufig die Ursache solcher Fehlerbilder ist. Tatsächlich diagnostizierten wir dann auch dessen Defekt - hier muss also erst ein neuer Lithium-Ionen-Akku beschafft werden. Beim nächsten Mal geht's dann mit dem Austausch weiter."
anstiftung_1750,anstiftung,DEU,6,Replace with new battery,Decorative or safety lights,Unknown,Repairable,????,2019-04-23,de,"Die Lampe funktionierte nur, wenn das Netzteil zum Laden angeschlossen war - Akku defekt.Ersatzteil wird versorgt"
anstiftung_1754,anstiftung,DEU,6,Replace with new battery,Small home electrical,Dremel,Repairable,????,2019-04-25,de,"Das Akku-Graviergerät ließ sich nicht mehr einschalten und es war auch kein Ladebetrieb mehr möglich.Ergebnis des Tests: Motor und Elektronik ok, Akkuzellen tiefentladen.Ersatzzellen werden bestellt und der Austausch beim einem der kommenden Termine vorgenommen."
anstiftung_1777,anstiftung,DEU,6,Replace with new battery,Watch/clock,Unknown,Repairable,????,2017-11-09,de,"ging nicht mehr, die Batterie war leer. Wir halfen der Besucherin, den Uhrenboden zu öffnen. Sie wird eine neue besorgen und zu Hause wechseln."
anstiftung_1798,anstiftung,DEU,6,Replace with new battery,Toy,Unknown,Repairable,????,2019-05-16,de,"Reparatur war gestern aus Zeitgründen abgebrochen worden.Heutige Diagnose: mit einer externen Stromversorgung funktionierte das Flugzeug wieder und war auch von weiterer Entfernung her steuerbar. Hier muss also ein neuer LiPo-Akku her, der aber von der Größe und dem Gewicht nicht stark abweichen darf. Wir haben ihm noch im Internet dazu was passendes rausgesucht."
anstiftung_1812,anstiftung,DEU,6,Replace with new battery,Hair & beauty item,Unknown,Repairable,????,2018-12-27,de,"Akku defekt - ausgebaut, neuer wird versorgt"
anstiftung_1820,anstiftung,DEU,6,Replace with new battery,Hair & beauty item,Unknown,Repairable,????,2018-11-22,de,Akku defekt - neuer wird versorgt
anstiftung_1827,anstiftung,DEU,6,Replace with new battery,Hair & beauty item,TCM,Repairable,????,2018-11-22,de,"keine Kraft, Akku zu schwach.Neuer wird versorgt"
anstiftung_1852,anstiftung,DEU,6,Replace with new battery,Laptop,Unknown,Repairable,????,2017-07-13,de,"zeigte beim Einschalten die Meldung „CMOS battery low“ und ging wieder aus. Wir zerlegten gemeinsam das Gerät, was wegen versteckter Befestigungen sehr aufwändig war, und legten die Batterie frei. Der Besitzer besorgt eine neue und wir werden das Teil dann wieder zusammenbauen."
anstiftung_1947,anstiftung,DEU,6,Replace with new battery,Vacuum,Unknown,Repairable,????,2019-01-12,de,Akku defekt
anstiftung_2011,anstiftung,DEU,6,Replace with new battery,Hair & beauty item,Braun,Repairable,????,2019-03-09,de,Akku tauschen
anstiftung_2032,anstiftung,DEU,6,Replace with new battery,Watch/clock,Unknown,Repairable,????,2018-12-06,de,Pufferbatterie erschöpft. Hilfe beim Aufschrauben und Hinweis auf Bezugsquellen für den Akku. Einbau durch besitzer selbst.
anstiftung_2106,anstiftung,DEU,6,Replace with new battery,Power tool,Unknown,Repairable,????,2016-04-14,de,"Die frisch geladenen Akkus waren nach kurzer Zeit wieder leer. Wir zerlegten das Gerät und überprüften die Akkus. Einige waren ganz kaputt, andere sehr schwach. Wenn der Besitzer neue Akkus besorgt, können wir das Gerät beim nächsten Mal wieder in Gang setzen."
anstiftung_2182,anstiftung,DEU,6,Replace with new battery,Tablet,Samsung,Repairable,????,2018-09-25,de,Akku tiefentladen und ließ sich auch nicht mehr mit einem externen Ladegerät aufladen
anstiftung_2271,anstiftung,DEU,6,Replace with new battery,Tablet,Medion,Repairable,????,2017-09-07,de,"Ließ sich nicht mehr einschalten.Hier vermutete der Gast einen defekten Akku, was wir nur bestätigen konnten. Nun muss erst ein passender Ersatzakku beschafft werden."
anstiftung_2302,anstiftung,DEU,6,Replace with new battery,Hair & beauty item,Carrera,Repairable,????,2017-07-25,de,"Er lief auch mit voll geladenem Akku nicht mehr; lediglich ohne Scherkopf wollte sich der Motor drehen. Grund hierfür war eine verschlissene NiCd-Zelle. Wir empfahlen ihm geeignete Ersatzzellen und boten an, den Akku beim nächsten Mal auszuwechseln."
anstiftung_2470,anstiftung,DEU,6,Replace with new battery,Handheld entertainment device,Unknown,Repairable,????,2016-09-01,de,"Er ließ sich nicht mehr aufladen und er blinkte nur während des Ladeversuchs. Wir untersuchten das Gerät und fanden heraus, dass der Akku defekt war. Der Besitzer wird einen neuen Akku beschaffen und wir werden ihn beim nächsten Mal austauschen."
anstiftung_2663,anstiftung,DEU,6,Replace with new battery,Hair & beauty item,Braun,Repairable,????,2015-03-05,de,"Der Akku war schwach geworden. Wir haben das Gerät zerlegt und den Akku demontiert. Wenn beim nächsten Mal ein neuer Akku da ist, können wir das Gerät wieder zusammenbauen."
anstiftung_2707,anstiftung,DEU,6,Replace with new battery,Mobile,Unknown,Repairable,????,2014-11-20,de,"Es lud nur noch sporadisch.Es wurde untersucht und keine Auffälligkeiten an dem Ladegerät, der Buchse oder der Platine festgestellt. Als nächstes wird der Besitzer einen anderen Akku testen, um auch das auszuschließen."
anstiftung_2813,anstiftung,DEU,6,Replace with new battery,Mobile,Siemens,Repairable,????,2018-07-24,de,"Das Mobiltelefon („Nesthäkchen“ von 2004) musste zu oft ans Ladegerät. Hier war noch der Original-Akku drin – erstaunlich, dass dieser überhaupt noch ein bisschen ging. Wir haben ihr einen Neuen bestellt und hoffen auf eine positive Rückmeldung."
anstiftung_2841,anstiftung,DEU,6,Replace with new battery,PC accessory,Bones,Repairable,????,2018-06-28,de,"Bei einem „Milestone 312“ Diktiergerät von Bones war ein Aufladen des Akkus - sowohl über das Netzteil als auch per USB - nicht mehr möglich. Wie vermutet lag dies an einem defekten Lithium-Polymer-Akku, für den nun Ersatz bestellt wird."
anstiftung_2912,anstiftung,DEU,6,Replace with new battery,Digital compact camera,Nikon,Repairable,????,2018-02-22,de,"Einstellungen wurden in letzter zeit immer wieder ""vergessen"" und nun ging das Gerät gar nicht mehr an.Wir entdeckten eine defekte Pufferbatterie. Da das Originalteil unseren Recherchen zufolge aber leider schwer zu kriegen ist, werden wir hier wahrscheinlich eine äquivalente Knopfzelle passender Größe einbauen müssen. Sobald das Ersatzteil da ist, wird die Reparatur bei einem der kommenden Termine fortgesetzt."
anstiftung_2950,anstiftung,DEU,6,Replace with new battery,Mobile,Samsung,Repairable,????,2018-04-26,de,Einer fachgerechten Entsorgung musste auch ein Akku aus dem Telefon zugeführt werden. Dieser wies keine Spannung mehr auf und hatte sich bereits deutlich aufgebläht. Aus diesem Grund zeigte auch das Telefon keine Funktion und lud den Akku nicht auf. Mit einem neuen Ersatzakku dürfte es aber bald wieder funktionieren.
anstiftung_2959,anstiftung,DEU,6,Replace with new battery,Mobile,Apple,Repairable,????,2018-04-24,de,"Bei dem iPhone 3 hatte das Display abgehoben. Ursache dafür war der eingebaute Akku, der ganz schön aufgebläht war und ersetzt werden muss. Dann wird das Gerät wieder seine ursprüngliche Form haben."
anstiftung_2970,anstiftung,DEU,6,Replace with new battery,Decorative or safety lights,Unknown,Repairable,????,2018-03-01,de,"Die Taschenlampe, die normalerweise durch Drehen am Kurbelgriff aufgeladen werden kann, leuchtete nicht mehr. Der eingebaute Speicherakku hatte das Ende seiner Lebenszeit erreicht und muss nun gegen einen neuen getauscht werden. Als Ersatz für die alten Zellen, die wir auslöteten, wird nun ein passender Akku beschafft und beim kommenden Mal eingebaut."
anstiftung_3030,anstiftung,DEU,6,Replace with new battery,Power tool,Dremel,Repairable,????,2019-06-06,de,Fortsetzung vom 25.4.19:Der Akku war schwach geworden. Der Besitzer hat einen neuen besorgt. Wir löteten den alten aus und bereiteten die Platine für den neuen vor.Der wird noch mal aufgeladen und beim nächsten Mal eingesetzt.
