id,data_provider,product_category,brand,year_of_manufacture,repair_status,group_identifier,date,problem,,,
restart_13902,The Restart Project,Misc,Unknown,????,Fixed,Repair Café Malmö,2019-06-16,A broken frame. Soldered together.,,,
restart_13903,The Restart Project,Hi-Fi separates,Yamaha,????,Fixed,Repair Café Malmö,2019-06-16,"Shuts off after a while. Probably protection circuit kicking in. No problem found, but the speaker impedance setting could have been on the wrong setting (6 ohms, so if the speakers were 4 ohms, the circuit could have been overloaded).",,,
restart_13904,The Restart Project,Misc,Unknown,????,Fixed,Repair Café Malmö,2019-06-16,Holes in the side. The participant sewed it shut.,,,
restart_13905,The Restart Project,Desktop computer,Unknown,????,Fixed,Repair Café Malmö,2019-06-16,Change of CPU and RAM,,,
restart_13906,The Restart Project,Laptop medium,Unknown,????,Repairable,Repair Café Malmö,2019-06-16,"Sometimes not booting, maybe hard drive. Started factory reset.",,,
restart_13907,The Restart Project,Laptop medium,HP,????,Fixed,West Fleetwood Computer ,2019-06-17,Various updates neededccleanerMalware bytesWindows 10 updated,,,
restart_13908,The Restart Project,Tablet,Unknown,????,Fixed,West Fleetwood Computer ,2019-06-17,Won't boot - factory reset,,,
restart_13909,The Restart Project,Tablet,Apple,2014,Fixed,West Fleetwood Computer ,2019-06-17,"Storage issues, needs iCloud help - training given",,,
restart_13910,The Restart Project,Laptop medium,Dell,????,Repairable,Restart HQ,2019-06-25,Performance. Battery? - Updated - battery need more investigation,,,
restart_13911,The Restart Project,Laptop medium,Medion,????,Fixed,Restart HQ,2019-06-25,Dropped - On-off switch broken - Work around using bbot to bios,,,
restart_13912,The Restart Project,"Flat screen 15-17""",Apple,????,Repairable,Restart HQ,2019-06-25,Doesn't turn on - After a while freeze - Cleaned the fans - Maybe overheating problem,,,
restart_13913,The Restart Project,Hi-Fi separates,JBL,????,Unknown,Restart HQ,2019-06-25,Wireless portable speaker - No sound,,,
restart_13914,The Restart Project,DLSR / Video Camera,JVC,????,Fixed,Restart HQ,2019-06-25,Lines on screen - Midas Touch,,,
restart_13915,The Restart Project,PC Accessory,Apple,????,Repairable,Restart HQ,2019-06-25,Not charging,,,
restart_13916,The Restart Project,Laptop medium,Sony,????,Repairable,Restart HQ,2019-06-25,Slow start-up - Configuration? - Need windows install - She will do,,,
restart_13917,The Restart Project,Laptop medium,Sony,????,Fixed,Restart HQ,2019-06-25,Wifi problem,,,
restart_13918,The Restart Project,Hi-Fi separates,Creek Audio,????,Repairable,Restart HQ,2019-06-25,Only one channel works - Needs internal fuse,,,
restart_13920,The Restart Project,Hi-Fi separates,Sansui,????,Repairable,Restart HQ,2019-06-25,,,,
restart_13921,The Restart Project,Small kitchen item,Cook Professional,????,End of life,Restart HQ,2019-06-25,Blender - No power - Motor double insolation can't be fixed,,,
restart_13922,The Restart Project,Tablet,Apple,????,Fixed,Restart HQ,2019-06-25,Power button doesn't work properly - Midas Touch,,,
restart_13923,The Restart Project,Hi-Fi separates,Bose,????,Fixed,Restart HQ,2019-06-25,Intermittent sound - DIY Fix,,,
restart_13924,The Restart Project,Small kitchen item,NutriBullet,????,Fixed,Restart HQ,2019-06-25,Blender - Burned power cable - Cut and plug replaced,,,
restart_13925,The Restart Project,Portable radio,Pure,????,Repairable,Restart HQ,2019-06-25,Leaked battery? - Needed a different screwdriver,,,
restart_13926,The Restart Project,Paper shredder,Texet,????,End of life,Restart HQ,2019-06-25,Motor works but doesn't shred - Gear/cog burned out,,,
restart_13927,The Restart Project,Laptop medium,Sony,????,Repairable,Restart HQ,2019-06-25,Problem in power supply socket - Bought port go,,,
restart_13928,The Restart Project,PC Accessory,Lenovo,????,Fixed,Restart HQ,2019-06-25,Wirelles mouse - probably battery leak - Changed batteries,,,
restart_13929,The Restart Project,Hair & Beauty item,Philips,????,Fixed,Restart HQ,2019-06-25,Hair dryer - Only works at certain angle - Cable fixed,,,
restart_13930,The Restart Project,Lamp,Unknown,????,Repairable,Restart HQ,2019-06-25,Loose connection - Goes off when bulb knocked -,,,
restart_13931,The Restart Project,Lamp,Unknown,????,Fixed,Restart HQ,2019-06-25,No power - Changed fuse,,,
restart_13932,The Restart Project,Lamp,Unknown,????,Fixed,Restart HQ,2019-06-25,No power - Changed fuse,,,
restart_13933,The Restart Project,Laptop medium,Lenovo,????,Repairable,Restart HQ,2019-06-25,Running slow - Improved,,,
restart_13934,The Restart Project,Hi-Fi separates,Sherwood,????,Fixed,Restart HQ,2019-06-25,Double deck - Tape door broken - DIY fix,,,
restart_13935,The Restart Project,Handheld entertainment device,Nintendo,????,Unknown,Restart HQ,2019-06-25,Controller Adapter - 1 port doesn't work,,,
restart_13936,The Restart Project,Laptop medium,Lenovo,????,Unknown,Restart HQ,2019-06-25,Screen Bezel - Spine broken - Doesn't open properly,,,
restart_13937,The Restart Project,Musical instrument,Technics,????,Fixed,Maakbaar Leuven,2019-06-29,"Cd is not recognizedPower of the lazer increased. This is a single shot, the lazer is at EoL",,,
restart_13938,The Restart Project,Kettle,Unknown,????,Fixed,Maakbaar Leuven,2019-06-29,connection to resistant heater defect,,,
restart_13939,The Restart Project,Power tool,Unknown,????,Fixed,Maakbaar Leuven,2019-06-29,resistant & trafo chenged,,,
restart_13940,The Restart Project,Vacuum,Unknown,????,Fixed,Maakbaar Leuven,2019-06-29,Filters cleaned : no break down strange noise  gone,,,
restart_13941,The Restart Project,Power tool,Makita,????,End of life,Maakbaar Leuven,2019-06-29,switch is broken .If spare parts can be found it is repairable .,,,
restart_13942,The Restart Project,Small kitchen item,Unknown,????,Repairable,Maakbaar Leuven,2019-06-29,mixer does not work. repairable if spare part is found,,,
restart_13943,The Restart Project,Small kitchen item,Unknown,????,End of life,Maakbaar Leuven,2019-06-29,resistant broken,,,
restart_13944,The Restart Project,Misc,Unknown,????,Fixed,Maakbaar Leuven,2019-06-29,Shortened cable and reconnected power plug,,,
restart_13946,The Restart Project,Misc,Unknown,????,Fixed,Maakbaar Leuven,2019-06-29,battery contact repaired,,,
restart_13947,The Restart Project,Power tool,Unknown,????,Fixed,Maakbaar Leuven,2019-06-29,battery control broken: contacts repaired,,,
restart_13948,The Restart Project,Toaster,Philips,????,End of life,Maakbaar Leuven,2019-06-29,"wiring broken, resistant broken",,,
restart_13949,The Restart Project,Kettle,Unknown,????,Fixed,Maakbaar Leuven,2019-06-29,contact broken an dreapired,,,
restart_13951,The Restart Project,TV and gaming-related accessories,Philips,????,Fixed,Maakbaar Leuven,2019-06-29,mechanica problem of CD tray,,,
restart_13952,The Restart Project,Laptop medium,Packard Bell,????,Fixed,Maakbaar Leuven,2019-06-29,power supply broken,,,
restart_13953,The Restart Project,Headphones,Marshall,????,Repairable,Maakbaar Leuven,2019-06-29,contact between the two phone sides,,,
restart_13954,The Restart Project,Laptop medium,Acer,????,Fixed,Maakbaar Leuven,2019-06-29,malware to be resolved,,,
restart_13956,The Restart Project,Mobile,Unknown,????,Repairable,Maakbaar Leuven,2019-06-29,part of housing broken,,,
restart_13957,The Restart Project,Small kitchen item,Unknown,????,Fixed,Maakbaar Leuven,2019-06-29,broken motor base fixed with glue an tieraps,,,
restart_13958,The Restart Project,Vacuum,Bosch,????,Fixed,Maakbaar Leuven,2019-06-29,Filters cleaned and strange noice and smell gone,,,
restart_13959,The Restart Project,Vacuum,Philips,????,Repairable,Maakbaar Leuven,2019-06-29,on-off switch broken,,,
restart_13960,The Restart Project,Power tool,Unknown,????,End of life,Maakbaar Leuven,2019-06-29,motor streng noice an knife does not turn: most probably bearing rusted ( heavy friction and metallic noise when turning the shaft by hand,,,
restart_13961,The Restart Project,Small kitchen item,Unknown,????,Fixed,Maakbaar Leuven,2019-06-29,"strange noice after one minute of mixing/ partially repaired, equipment nearly eoL",,,
restart_13962,The Restart Project,Small kitchen item,Unknown,????,Unknown,Maakbaar Leuven,2019-06-29,,,,
restart_13963,The Restart Project,Hair & Beauty item,Braun,????,Fixed,Harborough Fixers,2019-05-19,not working,,,
restart_13964,The Restart Project,Toaster,Russell Hobbs,????,End of life,Restarters Kilburn,2019-06-15,2/4 slots working,,,
restart_13965,The Restart Project,Portable radio,Alba,????,Fixed,Restarters Kilburn,2019-06-15,no power via on switch.  Temporary fix made,,,
restart_13966,The Restart Project,Hi-Fi integrated,Disney/Pixar,????,Repairable,Restarters Kilburn,2019-06-15,CDs don't play.  Can't open it...longer screwdriver needed,,,
restart_13967,The Restart Project,Toaster,Dualit,????,End of life,Restarters Kilburn,2019-06-15,no heat,,,
restart_13968,The Restart Project,Misc,Morphy Richards,????,End of life,Restarters Kilburn,2019-06-15,Light but no heat,,,
restart_13969,The Restart Project,Hi-Fi separates,Unknown,????,Repairable,Restarters Kilburn,2019-06-15,Volume only one side.  Need circuit diagram,,,
restart_13970,The Restart Project,Misc,Unknown,????,Fixed,Restarters Kilburn,2019-06-15,Wires disconnected,,,
restart_13971,The Restart Project,Handheld entertainment device,TomTom,????,Fixed,Restarters Kilburn,2019-06-15,No directions - software update needed,,,
restart_13972,The Restart Project,Lamp,Unknown,????,Fixed,Restarters Kilburn,2019-06-15,Loose circuit,,,
restart_13973,The Restart Project,Misc,Unknown,????,End of life,Restarters Kilburn,2019-06-15,Swich intermittent.  Moulded case,,,
restart_13974,The Restart Project,Misc,Unknown,????,End of life,Restarters Kilburn,2019-06-15,1 channel dead,,,
restart_13975,The Restart Project,Misc,SMEG,????,Repairable,Restarters Kilburn,2019-06-15,"Repaired last time but full functionality not available, e.g. different fan speeds.  Need circuit diagram",,,
restart_13976,The Restart Project,Hair & Beauty item,Tesco,????,Fixed,Restarters Kilburn,2019-06-15,Not full power,,,
restart_13977,The Restart Project,"Flat screen 15-17""",LG,????,End of life,Restarters Kilburn,2019-06-15,No power,,,
restart_13978,The Restart Project,Headphones,Unknown,????,Repairable,Restarters Kilburn,2019-06-15,damaged connector,,,
restart_13979,The Restart Project,Handheld entertainment device,Humax,????,Fixed,Restarters Kilburn,2019-06-15,Needed to clean buttons,,,
restart_13980,The Restart Project,Mobile,Nexus,????,Repairable,Restarters Kilburn,2019-06-15,Need to replace battery - difficult to remove,,,
restart_13981,The Restart Project,PC Accessory,Toshiba,????,Repairable,Restarters Kilburn,2019-06-15,data lost - advice given,,,
restart_13982,The Restart Project,Musical instrument,Casio,????,Fixed,Restarters Kilburn,2019-06-15,No bass sounds.  Loose connection?,,,
restart_13983,The Restart Project,Headphones,Unknown,????,Fixed,Restarters Kilburn,2019-06-15,Connector damaged,,,
restart_13984,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Kilburn,2019-06-15,Intermittent power,,,
restart_13985,The Restart Project,Misc,imetec,????,Repairable,Restarters Firenze,2019-06-30,No gas inside,,,
restart_13986,The Restart Project,Portable radio,Sony,????,Fixed,Restarters Firenze,2019-06-30,Ginghia,,,
restart_13987,The Restart Project,Handheld entertainment device,Unknown,????,Fixed,Restarters Firenze,2019-06-30,Cinghia e condensatori,,,
restart_13988,The Restart Project,Hair & Beauty item,Unknown,????,Repairable,Restarters Firenze,2019-06-30,,,,
restart_13989,The Restart Project,Tablet,Apple,????,Fixed,West Fleetwood Computer ,2019-07-01,Unable to download apps - New payment card registered.Problems with email scam - scam from Nigeria - deleted.,,,
restart_13990,The Restart Project,Tablet,Samsung,????,Fixed,West Fleetwood Computer ,2019-07-01,"Help required setting up. Tablet set-up, apps installed and help given in how to use tablet and apps.",,,
restart_13991,The Restart Project,Desktop computer,Medion,????,Fixed,West Fleetwood Computer ,2019-07-01,Help required transferring date from desktop to USB - data transferred and machine donated to WFCC,,,
restart_13992,The Restart Project,Laptop medium,Dell,????,Repairable,West Fleetwood Computer ,2019-07-01,Needed updated. Memory updated and new battery ordered . Windows 10 to be added.,,,
restart_13993,The Restart Project,Laptop medium,HP,????,Fixed,Restarters Torino,2019-06-06,non funzionava la tastiera,,,
restart_13994,The Restart Project,Portable radio,Unknown,????,End of life,Restarters Torino,2019-06-06,,,,
restart_13995,The Restart Project,Mobile,Apple,????,End of life,Restarters Torino,2019-06-06,bended motherboard,,,
restart_13996,The Restart Project,Lamp,Unknown,????,Repairable,Restarters Torino,2019-06-06,burned cables,,,
restart_13997,The Restart Project,Tablet,ASUS,????,End of life,Restarters Torino,2019-06-06,reboot loop then shuts off,,,
restart_13998,The Restart Project,Tablet,ASUS,????,End of life,Restarters Torino,2019-06-06,dosen't turn on,,,
restart_13999,The Restart Project,Laptop medium,Acer,????,Fixed,Restarters Torino,2019-06-06,broken OS,,,
restart_14000,The Restart Project,Desktop computer,ASUS,????,Fixed,Restarters Torino,2019-06-06,overheating,,,
restart_14001,The Restart Project,Mobile,Apple,????,Repairable,Restarters Torino,2019-06-06,broken screen and recharge circuit not working,,,
restart_14002,The Restart Project,Desktop computer,HP,????,Fixed,Restarters Torino,2019-06-06,lan not working,,,
restart_14003,The Restart Project,Lamp,Unknown,????,Repairable,Restarters Torino,2019-06-06,burned components,,,
restart_14004,The Restart Project,Desktop computer,HP,????,Repairable,Restarters Torino,2019-06-06,loud fan,,,
restart_14005,The Restart Project,TV and gaming-related accessories,Unknown,????,Repairable,Restarters Torino,2019-06-06,dosen't turn on (broken fuse),,,
restart_14006,The Restart Project,Laptop large,Sony,????,Repairable,Restarters Torino,2019-06-06,broken lcd,,,
restart_14007,The Restart Project,Desktop computer,HP,????,Fixed,Restarters Torino,2019-06-06,needed lan drivers,,,
restart_14008,The Restart Project,TV and gaming-related accessories,Dell,????,Repairable,Restarters Torino,2019-06-06,dosen't work,,,
restart_14009,The Restart Project,Mobile,Huawei,????,Fixed,Restarters Torino,2019-06-06,brocken OS,,,
restart_14010,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters Torino,2019-06-06,low battery life,,,
restart_14011,The Restart Project,Laptop medium,HP,????,Fixed,Restarters Torino,2019-06-06,broken OS,,,
restart_14012,The Restart Project,Laptop medium,Lenovo,????,Fixed,Restarters Torino,2019-06-06,broken lcd,,,
restart_14013,The Restart Project,Desktop computer,ASUS,????,End of life,Restarters Torino,2019-06-06,broken motherboard,,,
restart_14014,The Restart Project,Desktop computer,Unknown,????,Fixed,Restarters Torino,2019-06-06,defective powersupply,,,
restart_14015,The Restart Project,Laptop medium,Acer,????,Fixed,Restarters Torino,2019-06-06,slow OS,,,
restart_14016,The Restart Project,Desktop computer,HP,????,Fixed,Restarters Torino,2019-06-06,no OS,,,
restart_14017,The Restart Project,Mobile,Samsung,????,Fixed,Restarters Torino,2019-06-06,broken camera lens,,,
restart_14018,The Restart Project,TV and gaming-related accessories,Unknown,????,Fixed,Restarters Torino,2019-06-06,dosen't recharge,,,
restart_14019,The Restart Project,Headphones,Unknown,????,Fixed,Restarters Torino,2019-06-06,no sound,,,
restart_14020,The Restart Project,Toaster,Philips,????,Fixed,"De Deelfabriek, Limburg",2019-06-27,contacten zuiver gemaakt,,,
restart_14021,The Restart Project,Vacuum,Unknown,????,End of life,"De Deelfabriek, Limburg",2019-06-27,klep die kast dichthoudt afgebroken,,,
restart_14022,The Restart Project,Small kitchen item,Philips,????,End of life,"De Deelfabriek, Limburg",2019-06-27,ventiel afgebroken,,,
restart_14023,The Restart Project,Misc,Unknown,????,Fixed,"De Deelfabriek, Limburg",2019-06-27,kabel ingekort,,,
restart_14024,The Restart Project,Decorative or safety lights,Unknown,????,Fixed,"De Deelfabriek, Limburg",2019-06-27,"schakelaar afgebroken, vervangen door gerecycleerde schakelaar",,,
restart_14025,The Restart Project,Kettle,Unknown,????,Fixed,Greening Chinnor,2019-06-29,,,,
restart_14026,The Restart Project,Decorative or safety lights,Unknown,????,Fixed,Greening Chinnor,2019-06-29,,,,
restart_14027,The Restart Project,Decorative or safety lights,Unknown,????,Fixed,Greening Chinnor,2019-06-29,,,,
restart_14028,The Restart Project,Hi-Fi separates,Unknown,????,End of life,Greening Chinnor,2019-06-29,,,,
restart_14029,The Restart Project,Power tool,Unknown,????,Fixed,Greening Chinnor,2019-06-29,Not charging,,,
restart_14030,The Restart Project,Lamp,Anglepoise,????,Fixed,Greening Chinnor,2019-06-29,,,,
restart_14031,The Restart Project,Toy,Unknown,????,Fixed,Greening Chinnor,2019-06-29,,,,
restart_14032,The Restart Project,"Flat screen 26-30""",Unknown,????,Fixed,Greening Chinnor,2019-06-29,,,,
restart_14033,The Restart Project,Portable radio,Unknown,????,Repairable,Greening Chinnor,2019-06-29,,,,
restart_14034,The Restart Project,Small kitchen item,Kenwood,????,Fixed,Greening Chinnor,2019-06-29,blender not working,,,
restart_14035,The Restart Project,Small kitchen item,Unknown,????,End of life,Greening Chinnor,2019-06-29,water not heating up or coming through coffee maker,,,
restart_14036,The Restart Project,Small kitchen item,Morphy Richards,????,End of life,Greening Chinnor,2019-06-29,burning smell,,,
restart_14037,The Restart Project,Power tool,Bosch,????,Repairable,Greening Chinnor,2019-06-29,,,,
restart_14038,The Restart Project,Misc,Challenge,????,Fixed,Greening Chinnor,2019-06-29,Base won't screw to fan,,,
restart_14039,The Restart Project,Toaster,DeLonghi,????,Repairable,Repair Café Leeds,2019-07-06,Won't stay down OR heat,,,
restart_14040,The Restart Project,Vacuum,Dyson,????,Repairable,Repair Café Leeds,2019-07-06,No current. Tested with multimeter. Replace or return for soldering attempt.,,,
restart_14041,The Restart Project,Toy,Unknown,????,Fixed,Restarters Tooting,2019-07-06,"Can no longer walk.  One leg found to be dislocated, jamming mechanism.  Leg re-located, problem fixed.",,,
restart_14042,The Restart Project,Small kitchen item,Morphy Richards,????,Repairable,Restarters Tooting,2019-07-06,Stopped working.  Chopper motor not working at speed. No cause for fault identified,,,
restart_14043,The Restart Project,Laptop medium,Lenovo,????,Fixed,Restarters Tooting,2019-07-06,No wiFi connection.  Software problem.,,,
restart_14044,The Restart Project,Power tool,Unknown,????,Fixed,Restarters Tooting,2019-07-06,Ran over power cable - severed.  Cable cut back and new crimp connection made.,,,
restart_14045,The Restart Project,Aircon/Dehumidifier,Unknown,????,Repairable,Restarters Tooting,2019-07-06,Does not start.  Appears to be problem with startup logic.  Not possible to understand how unit powers up without circuit diagram.  Note: collant circuit not at issue and not worked on.,,,
restart_14046,The Restart Project,Portable radio,Unknown,????,Repairable,Restarters Tooting,2019-07-06,No power and crackly speaker.  Conclusion needs new power supply unit,,,
restart_14047,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters Tooting,2019-07-06,Display flashes does not hold time.  Re-seated connections between manin board and display.  Solved problem.,,,
restart_14048,The Restart Project,Small kitchen item,Unknown,????,Unknown,Restarters Tooting,2019-07-06,Problem and outcome not recorderd,,,
restart_14049,The Restart Project,Toaster,Tefal,????,Repairable,Restarters Tooting,2019-07-06,"Extra heat button not working.  Examined, but not possible to understand moperation without circuit diagram.  Not fixed",,,
restart_14050,The Restart Project,PC Accessory,Unknown,????,Unknown,Restarters Tooting,2019-07-06,Problem and outcome not recorded,,,
restart_14051,The Restart Project,PC Accessory,Unknown,????,Unknown,Restarters Tooting,2019-07-06,Problem and outcome not recorded,,,
restart_14052,The Restart Project,Power tool,Black & Decker,????,Fixed,Restarters Tooting,2019-07-06,Does not charge battery.  User had non-orginal power supply found to be set to wrong polatity. Polarity on power supply reversed.,,,
restart_14053,The Restart Project,Tablet,Samsung,????,Fixed,Restarters Tooting,2019-07-06,No WiFi connection.  Needed date and time setting to be correct for TLS to work.,,,
restart_14054,The Restart Project,Power tool,Ryobi,????,Fixed,Restarters Tooting,2019-07-06,"Blew fuse first time used.  Found no connection between live pin and fuse holder in moulded plug.  Removed plug and replaced with new one. No furter problems found - all tests OK and unit worked OK.  Likely that original plug had internal short circuit, so blowing fuse and breaking connection.  Strang thing is that there were no signs of camage or heating on the plug.",,,
restart_14055,The Restart Project,Lamp,Unknown,????,Fixed,Restarters Tooting,2019-07-06,Blew fuse.  power cables re-secured and made safe.,,,
restart_14056,The Restart Project,Laptop medium,Unknown,????,Unknown,Restarters Tooting,2019-07-06,Outcome not recorded,,,
restart_14057,The Restart Project,Mobile,Apple,????,Fixed,Restarters Limerick,2019-06-22,Broken Screen,,,
restart_14058,The Restart Project,Mobile,Apple,????,Repairable,Restarters Limerick,2019-06-22,Audio Problem,,,
restart_14059,The Restart Project,Headphones,Microsoft,????,End of life,Restarters Limerick,2019-06-22,Headphones not working,,,
restart_14060,The Restart Project,Laptop large,Dell,????,Fixed,Restarters Limerick,2019-06-22,Software Issue,,,
restart_14061,The Restart Project,Vacuum,Unknown,????,End of life,Restarters Limerick,2019-06-22,Device not working,,,
restart_14062,The Restart Project,Laptop large,Toshiba,????,Repairable,Restarters Limerick,2019-06-22,Keyboard broken/Keys stuck,,,
restart_14063,The Restart Project,Misc,Unknown,????,Repairable,Coalville Fixers,2019-07-06,Faulty switch. To be changed by owner,,,
restart_14064,The Restart Project,Vacuum,Russell Hobbs,????,Fixed,Coalville Fixers,2019-07-06,Manufacturing fault in moulded plug.New plug fitted.,,,
restart_14065,The Restart Project,Small kitchen item,Kenwood,????,Fixed,Coalville Fixers,2019-07-06,"Repaired later.Rattling motor and stiff motor controller knob, Not the most obvious device to get into, the rubber suspension grommets holding the machine in place dry, rotten and fragmented so the motor had decendended and was hanging from only one motor mount. the replacement grommets were available from a 3rd party source but over priced for what they were at Â£8 a set from eBay, similar but incorrect size rubber suspensions for more modern mixers are available in multiple sets for only about Â£2.The Mix",,,
restart_14066,The Restart Project,Small kitchen item,Morphy Richards,????,Fixed,Chesterfield Repair Café,2019-07-13,Not heating correctly,,,
restart_14067,The Restart Project,Hi-Fi separates,Denon,????,Fixed,Chesterfield Repair Café,2019-07-13,CD and tape deck not working properly,,,
restart_14068,The Restart Project,Misc,Unknown,????,Fixed,Chesterfield Repair Café,2019-07-13,Not picking up thread,,,
restart_14069,The Restart Project,Lamp,Unknown,????,Fixed,Chesterfield Repair Café,2019-07-13,not lighting,,,
restart_14070,The Restart Project,Lamp,Unknown,????,Repairable,Chesterfield Repair Café,2019-07-13,Not lighting,,,
restart_14071,The Restart Project,TV and gaming-related accessories,Unknown,????,Fixed,Chesterfield Repair Café,2019-07-13,Not lighting up,,,
restart_14072,The Restart Project,Handheld entertainment device,Akai,????,Fixed,Chesterfield Repair Café,2019-07-13,Wrong power supply,,,
restart_14073,The Restart Project,Power tool,Bosch,????,Repairable,Chesterfield Repair Café,2019-07-13,handle not attached properly,,,
restart_14074,The Restart Project,Portable radio,Unknown,????,Fixed,Chesterfield Repair Café,2019-07-13,Faulty power supply,,,
restart_14075,The Restart Project,Hair & Beauty item,Philips,????,Fixed,Chesterfield Repair Café,2019-07-13,Advice on use needed,,,
restart_14076,The Restart Project,Vacuum,VAX,????,Fixed,Chesterfield Repair Café,2019-07-13,Not sucking - cleaned out,,,
restart_14077,The Restart Project,Power tool,Sanyo,????,Fixed,Chesterfield Repair Café,2019-07-13,Not working - dirty contacts cleaned,,,
restart_14078,The Restart Project,Lamp,Unknown,????,Fixed,Chesterfield Repair Café,2019-07-13,New bulb needed,,,
restart_14079,The Restart Project,Misc,Philips,????,Fixed,Reading Repair Café,2019-07-21,"had been dropped, buttons stuck",,,
restart_14080,The Restart Project,Lamp,Unknown,????,Fixed,Reading Repair Café,2019-07-21,cable cut,,,
restart_14081,The Restart Project,Laptop small,Toshiba,????,Fixed,Reading Repair Café,2019-07-21,Screen had come loose,,,
restart_14083,The Restart Project,Tablet,kindle,????,Repairable,Reading Repair Café,2019-07-21,Power supply broken,,,
restart_14084,The Restart Project,Printer/scanner,Epson,????,End of life,Reading Repair Café,2019-07-21,said it had a jam when it did not,,,
restart_14085,The Restart Project,Hi-Fi separates,Jamo,????,Fixed,Reading Repair Café,2019-07-21,Does not play,,,
restart_14086,The Restart Project,Portable radio,Sanyo,????,End of life,Reading Repair Café,2019-07-21,CD player component does not work,,,
restart_14087,The Restart Project,Small kitchen item,Breville,????,Fixed,Reading Repair Café,2019-07-21,Did not stay locked down,,,
restart_14088,The Restart Project,Laptop medium,ASUS,????,Fixed,Reading Repair Café,2019-07-21,power connector faulty,,,
restart_14089,The Restart Project,TV and gaming-related accessories,Humax,????,Repairable,Reading Repair Café,2019-07-21,disk drive faulty,,,
restart_14090,The Restart Project,Small kitchen item,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,"elektrisch mes - schakelaar kapot, slecht contact",,,
restart_14091,The Restart Project,Misc,Unknown,????,End of life,Repair Café Runkst,2019-07-13,WC verluchter - motor werkt niet meer,,,
restart_14092,The Restart Project,Misc,Unknown,????,Repairable,Repair Café Runkst,2019-07-13,Microgolfoven - valt telkens uit na 59 seconden,,,
restart_14093,The Restart Project,Portable radio,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,"Volumeknop defect, afstandsbediening kapot",,,
restart_14094,The Restart Project,Power tool,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,"Haagschaar - schaar valt af en toe uit, overbrenging nagekeken",,,
restart_14095,The Restart Project,Hi-Fi integrated,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,"DVD speler - speelt geen DVD's meer af, laser bijgeregeld",,,
restart_14096,The Restart Project,Vacuum,Unknown,????,End of life,Repair Café Runkst,2019-07-13,"Zuigkracht valt weg, kabel rolt niet meer op. Onderdelen gerecupereerd voor andere herstellingen!",,,
restart_14097,The Restart Project,Misc,Unknown,????,Repairable,Repair Café Runkst,2019-07-13,"Ventilator - ventileert niet meer, motor defect",,,
restart_14098,The Restart Project,Misc,Unknown,????,End of life,Repair Café Runkst,2019-07-13,Bruudruuster - mechanisme kapot,,,
restart_14099,The Restart Project,Small kitchen item,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,"Mixer - slecht contact in kabel, kabel hersteld",,,
restart_14100,The Restart Project,Misc,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,"Wekkerradio - volumeknop werkt niet, gereinigd met contactspray",,,
restart_14101,The Restart Project,Portable radio,Unknown,????,Repairable,Repair Café Runkst,2019-07-13,Probleem ongekend,,,
restart_14102,The Restart Project,Vacuum,Dyson,????,Repairable,Repair Café Runkst,2019-07-13,"Valt regelmatig uit, onderdelen te vervangen",,,
restart_14103,The Restart Project,Misc,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,"Haagschaar - slecht contact, kabel vervangen",,,
restart_14104,The Restart Project,Small kitchen item,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,"Rijstkoker doet niets (nieuw!) - zekering gesprongen, is vervangen",,,
restart_14105,The Restart Project,Misc,Unknown,????,End of life,Repair Café Runkst,2019-07-13,"Slijpschijf, ruikt verbrand en werkt niet meer,  rotor verbrand",,,
restart_14106,The Restart Project,Decorative or safety lights,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,Batterij uitgelopen - proper gemaakt & advies gegeven,,,
restart_14107,The Restart Project,Hair & Beauty item,Unknown,????,End of life,Repair Café Runkst,2019-07-13,"Ladyshave - motor draait maar mesjes niet, mechanische overbrenging kapot",,,
restart_14108,The Restart Project,Hi-Fi integrated,Unknown,????,Repairable,Repair Café Runkst,2019-07-13,"doet niets meer - volumeknoppen gereinigd, platenspeler riem vervangen",,,
restart_14109,The Restart Project,Small kitchen item,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,"Eierkoker - warmt niet op, thermische zekering kapot, vervangen",,,
restart_14110,The Restart Project,Misc,Unknown,????,Fixed,Repair Café Runkst,2019-07-13,"Kabelhaspel - komt geen stroom door en rammelt, kabel los werd gesoldeerd",,,
restart_14111,The Restart Project,Small kitchen item,Unknown,????,Repairable,Repair Café Runkst,2019-07-13,Stroomt geen water door,,,
restart_14112,The Restart Project,Hi-Fi separates,Unknown,????,Repairable,Repair Café Runkst,2019-07-13,Platenspeler - krijgt geen voeding,,,
restart_14113,The Restart Project,Misc,Unknown,????,Repairable,Repair Café Runkst,2019-07-13,Wekker - maakt raar geluid,,,
